! | OTHER 3 OTHER: 5
% | PERSON 9 OTHER 48 OTHER: 88
&ur; | OTHER 1
sideline | FACILITY:Subarea-Building 1 OTHER 2
sidelined | OTHER 1
sidelines | OTHER 2
sides | ORGANIZATION 4 ORGANIZATION:Other 6 PERSON 14 PERSON: 5 GPE:Nation 7 GPE 19 GPE:Other 1 LOCATION:Land-Region-Natural 1 LOCATION 2 OTHER 19 OTHER: 2
sidewalk | FACILITY 1
sidewalks | FACILITY 2
siding | OTHER 1
siege | OTHER 2 OTHER: 1
siegelman | OTHER 1
sieve | LOCATION 4 OTHER 2
sigh | OTHER: 1
sight | FACILITY:Building 1 FACILITY 1 OTHER 9 OTHER: 5
sightings | OTHER 3
sights | OTHER 3
sightsee | OTHER 1
sign | OTHER 30 OTHER: 10
signal | OTHER 12 OTHER: 1
signals | OTHER 7 OTHER: 1
signatories | GPE 1
signature | OTHER 7 OTHER: 1
signatures | OTHER 2
significance | OTHER 9 OTHER: 1
significant | OTHER 1
signings | OTHER 1
signs | OTHER 23 OTHER: 8
silence | OTHER 7 OTHER: 1
silencer | OTHER 2
silicon | OTHER 1
silt | OTHER 1
silver | OTHER 7
similarities | OTHER 2 OTHER: 2
simmer | OTHER 1
simple enough | OTHER 1
simplicity | OTHER 1
simplification | OTHER: 1
sin | OTHER 1
sincerity | OTHER 1
singer | PERSON 10 PERSON: 1 OTHER 1
singers | PERSON 4 PERSON: 1
singing | OTHER 1
single | OTHER 2
singles | OTHER 1
sink | OTHER 1
sinking | OTHER 14
sinks | OTHER 1
sins | OTHER 1
sir | PERSON 1 PERSON: 1
sire | OTHER: 1
sirens | OTHER 1
sister | PERSON 4 PERSON: 1 OTHER: 1
sisters | PERSON 1 PERSON: 1
sitcoms | OTHER: 1
site | ORGANIZATION:Non-Profit 1 GPE:Nation 1 GPE 7 FACILITY:Building 1 FACILITY:Bounded-Area 3 FACILITY 8 FACILITY:Subarea-Building 1 LOCATION:Region-Local 1 LOCATION:Region-National 1 LOCATION 16 OTHER 28 OTHER: 24
sites | PERSON 1 GPE 1 FACILITY 33 FACILITY:Other 1 LOCATION 3 OTHER 4 OTHER: 9
sitter | OTHER 1
situation | OTHER 66 OTHER: 33
situations | OTHER 5 OTHER: 3
situps | OTHER 1
six | PERSON 6 OTHER 19 OTHER: 1
six four | OTHER 1
six one | OTHER 2
six thousand | PERSON 1
six three | OTHER 2
six two | OTHER 1
sixteen | OTHER 1
sixties | OTHER 4
size | OTHER 25 OTHER: 4
skater | PERSON 1 OTHER 1
skaters | PERSON 1
skates | OTHER 2
skating | OTHER 3
skeleton | OTHER: 1
skepticism | OTHER 4 OTHER: 2
skeptics | PERSON 1 PERSON: 1
sketches | OTHER 1
ski | OTHER 2 OTHER: 1
skid | OTHER: 2
skier | PERSON 2
skiers | PERSON 10
skies | LOCATION 1 OTHER 5 OTHER: 2
skill | OTHER 2 OTHER: 1
skillet | OTHER 2
skills | OTHER 10 OTHER: 1
skin | OTHER 4
skipper | PERSON 2
skirt | OTHER 5
skirts | OTHER 4
skull | OTHER 1
sky | LOCATION 1 OTHER 7 OTHER: 2
skyline | OTHER 1
slalom | OTHER 2
slam | OTHER 2
slammed | OTHER: 1
slanders | OTHER 1
slap | OTHER 1
slash | OTHER: 1
slasher | PERSON: 1
slate | PERSON 6 OTHER 3 OTHER: 3
slates | PERSON 1 OTHER: 1
slaughter | OTHER 4
slave | PERSON 1 PERSON: 1
slavery | OTHER 3 OTHER: 3
slaves | PERSON 3 PERSON: 1
slayings | OTHER 7
sleaze | OTHER 1
sledgehammer | OTHER 2
sleds | OTHER: 1
sleep | OTHER 2
sleet | OTHER 2
sleeve | OTHER 2
slice | PERSON: 1
sliced | OTHER 1
slices | OTHER 2
slick | OTHER 4
slide | OTHER 6 OTHER: 1
slides | OTHER 2 OTHER: 1
slight | OTHER 1
slingshot | WEA:Shooting 1
slip | OTHER 1
slips | OTHER: 3
slogan | OTHER 2 OTHER: 1
slogans | OTHER 3 OTHER: 1
slope | FACILITY 2 OTHER 1
slopes | LOCATION:Land-Region-Natural 1
slot | LOCATION 5 OTHER 3
slots | LOCATION 1 OTHER 1
slow | OTHER 1
slowdown | OTHER 7 OTHER: 5
slower | OTHER 2
sluggishness | OTHER 1
slump | OTHER 1 OTHER: 1
slushboard | OTHER 1
small | OTHER 4 OTHER: 1
smaller | ORGANIZATION 1
smallest | PERSON 1 OTHER 1
smash | OTHER 1
smashing | OTHER 1
smell | OTHER 1 OTHER: 1
smile | OTHER 3
smiles | OTHER 2 OTHER: 1
smog | OTHER 1 OTHER: 2
smoke | OTHER 10 OTHER: 5
smokers | PERSON 5
smokescreen | OTHER 1
smoking | OTHER 8 OTHER: 3
smugglers | PERSON 1
snack | OTHER 1
snacks | OTHER 2
snag | OTHER 1
snake | OTHER 1
snap | OTHER 1
snippet | OTHER: 1
snippets | OTHER 1
snobs | PERSON: 1
snow | OTHER 25 OTHER: 7
snowboarder | PERSON 2
snowboarders | PERSON 1
snowboarding | OTHER 3
snowdrifts | OTHER: 1
snowfall | OTHER 1
snowman | OTHER 1
snows | OTHER 2
snowstorm | OTHER 3
snowstorms | OTHER: 1
snub | OTHER 3
so many | OTHER 2
so-and-so | PERSON 1
so-called | OTHER 2
soap | OTHER 1
soapbox | OTHER 1
sobriety | OTHER 1
sobs | OTHER 1
soccer | OTHER 5 OTHER: 2
socialising | OTHER 1
societies | ORGANIZATION 1 PERSON 1 GPE 1 OTHER: 1
society | ORGANIZATION 1 PERSON 11 GPE:Nation 2 GPE 13 OTHER 12 OTHER: 12
sociologists | PERSON 2
sockets | OTHER 1
socks | OTHER 2
soft | OTHER: 1
software | OTHER 13 OTHER: 9
soil | GPE 1 LOCATION:Region-National 1 OTHER 4
soirees | OTHER 1
sojourn | OTHER 1
sol | OTHER 1
soldier | PERSON 5 PERSON: 3
soldiers | PERSON 60 PERSON: 17
solemn | OTHER 1
solidarity | OTHER 1 OTHER: 2
solidity | OTHER 1
solitude | OTHER: 1
soloist | PERSON 2
solution | OTHER 49 OTHER: 5
solutions | OTHER 5 OTHER: 2
solver | PERSON 1
solvers | OTHER 1
some | ORGANIZATION:Commercial 1 ORGANIZATION 8 ORGANIZATION:Other 1 PERSON 74 PERSON: 14 GPE:Nation 1 GPE:County-or-District 1 GPE 5 FACILITY 2 OTHER 95 OTHER: 29
son | PERSON 37 PERSON: 1 OTHER 2 OTHER: 1
song | OTHER 11 OTHER: 5
songs | OTHER 21 OTHER: 1
songwriter | PERSON 1
sonics | ORGANIZATION 1
sonntagsblick | ORGANIZATION 1
sons | PERSON 5 PERSON: 3
sophisticated | OTHER 1
sophistication | OTHER 2
sophomore | PERSON 4
sorcerer | OTHER 1
sores | OTHER 1
sorrow | OTHER: 2
sort | OTHER 20 OTHER: 14
sorts | PERSON 2 OTHER 7 OTHER: 1
souffle | OTHER: 2
soul | OTHER 3 OTHER: 1
souls | PERSON 1 PERSON: 1 OTHER 2
sound | OTHER 7 OTHER: 3
sounds | OTHER 3 OTHER: 5
soundtrack | OTHER 2
soundtracks | OTHER: 1
soup | ORGANIZATION 1 OTHER 8 OTHER: 1
source | ORGANIZATION 1 PERSON 31 PERSON: 3 GPE 2 LOCATION 1 OTHER 10 OTHER: 3
sources | ORGANIZATION 2 PERSON 88 PERSON: 6 OTHER 20 OTHER: 3
souter | PERSON: 1
south | LOCATION 14 OTHER 2 OTHER: 4
southeast | LOCATION 1 OTHER 5
southern | OTHER 1
southwest | LOCATION 1 OTHER 5 OTHER: 1
souvenir | OTHER 1
sovereignty | OTHER 12
sox | OTHER 2
soy | OTHER: 5
soybeans | OTHER 1 OTHER: 1
space | FACILITY:Subarea-Building 1 LOCATION 10 LOCATION:Celestial 1 OTHER 27 OTHER: 2
space. | OTHER: 1
spacecraft | OTHER 2
spaces | OTHER 1
spaceship | OTHER 1
spaghetti | OTHER 1
spamming | OTHER: 1
span | OTHER 1
spat | OTHER 1
spate | OTHER 4
speaker | PERSON 8 PERSON: 2
speakers | PERSON 4 PERSON: 1 OTHER 1
special | OTHER 4
specialist | PERSON 5 PERSON: 1 OTHER 1
specialists | PERSON 2 PERSON: 1 OTHER: 1
specials | OTHER 1
specialty | OTHER 2
species | OTHER 11 OTHER: 7
specific | OTHER 1
specifics | OTHER 4
specimens | OTHER 1
spectacle | OTHER 5
spectator | PERSON 1
spectators | PERSON 6
specter | OTHER 4 OTHER: 1
spectroscope | OTHER 1
spectrum | OTHER 4
speculation | OTHER 17 OTHER: 5
speculators | PERSON 2
speech | OTHER 48 OTHER: 10
speeches | OTHER 9 OTHER: 5
speed | OTHER 11 OTHER: 4
speeds | OTHER 1
speedskating | OTHER 1
spell | OTHER 1
sphere | OTHER 2
spices | OTHER: 1
spider | OTHER 1
spiels | OTHER 1
spies | PERSON 6 OTHER 1
spill | OTHER 2 OTHER: 2
spills | OTHER 4
spin | OTHER 2 OTHER: 1
spine | OTHER: 1
spinner | PERSON 1
spinoff | ORGANIZATION 2 OTHER 1
spinoffs | ORGANIZATION 1
spire | OTHER 1
spirit | ORGANIZATION:Commercial 1 PERSON: 1 OTHER 8 OTHER: 3
spirits | OTHER 5 OTHER: 3
spite | OTHER 4 OTHER: 2
spkr | OTHER 126
splashes | OTHER 1
split | OTHER 4 OTHER: 3
splits | OTHER: 1
spoils | OTHER 2
spokesman | PERSON 76 PERSON: 16 OTHER 3
spokesmen | PERSON 5 OTHER: 1
spokesperson | PERSON 1 PERSON: 1
spokeswoman | PERSON 19 PERSON: 8 OTHER 1
sponsor | PERSON 3 ORGANIZATION 5 GPE 1
sponsorer | GPE 1
sponsors | PERSON: 1 ORGANIZATION 4 GPE 2
sponsorship | OTHER 1
spooked | OTHER 1
sport | PERSON: 1 OTHER 13 OTHER: 6
sports | OTHER 22 OTHER: 2
sportsman | PERSON 1
sportsmanship | OTHER 1
spot | GPE:Nation 1 FACILITY 1 OTHER 23 OTHER: 2
spotlight | OTHER 5 OTHER: 3
spotlighted | OTHER 1
spots | OTHER 1 OTHER: 4
spotters | PERSON 1
spouse | PERSON 1
sprawl | OTHER 2
sprawls | OTHER 1
spray | OTHER 2
spread | FACILITY:Building 1 OTHER 5 OTHER: 3
spreads | OTHER: 1
spring | OTHER 19 OTHER: 5
springboard | OTHER 1
springs | OTHER: 1
springtime | OTHER 2
sprung | OTHER 2
spuds | OTHER: 1
spur | OTHER 1
spurs | ORGANIZATION 1
sputtered | OTHER 1
spy | PERSON 10 OTHER 4
squabble | OTHER 1
squad | ORGANIZATION 5 PERSON 4 OTHER: 3
square | FACILITY:Bounded-Area 1 LOCATION 6 OTHER 1
squeak | OTHER 1
squeeze | OTHER 2
st. | GPE:Population-Center 5 FACILITY:Building 2 FACILITY:Bounded-Area 2 OTHER: 2
stability | OTHER 30 OTHER: 5
stabilization | OTHER 2 OTHER: 2
stack | OTHER 1
stadia | FACILITY 1
stadium | FACILITY 17 OTHER 1
stadiums | FACILITY 1
staff | PERSON 33 PERSON: 10 OTHER 20 OTHER: 2
staffer | PERSON 1
staffers | PERSON 1
staffs | PERSON 1
stage | FACILITY 1 OTHER 31 OTHER: 5
stages | OTHER 9 OTHER: 1
staggered | OTHER 1
stagnation | OTHER 1 OTHER: 1
stain | OTHER 3
stains | OTHER 1
stairway | OTHER 1
stairwell | FACILITY 1
stake | OTHER 18 OTHER: 4
stakes | OTHER 6 OTHER: 2
stalemate | OTHER: 1
stall | OTHER 1
stamina | OTHER 3 OTHER: 2
stammered | OTHER 1
stamp | OTHER 2 OTHER: 1
stance | OTHER 7 OTHER: 4
stand | FACILITY:Other 1 OTHER 15 OTHER: 3
standard | OTHER 9 OTHER: 3
standards | OTHER 17 OTHER: 6
standing | OTHER 9 OTHER: 3
standoff | OTHER 19 OTHER: 1
standpoint | OTHER 3 OTHER: 1
standpoint. | OTHER 1
stands | FACILITY 1
standstill | OTHER 2 OTHER: 1
staples | OTHER 1
star | PERSON 11 PERSON: 9 OTHER 1 OTHER: 1
starch | OTHER 1
stardom | OTHER 1
stars | ORGANIZATION 1 ORGANIZATION:Other 1 PERSON 8 PERSON: 4 LOCATION 1 OTHER 3 OTHER: 1
start | OTHER 30 OTHER: 10
starter | PERSON 3 PERSON: 1
starters | PERSON 5
starts | OTHER 1
starvation | OTHER 1
state | ORGANIZATION:Government 1 ORGANIZATION 6 GPE:Nation 7 GPE:State-or-Province 50 GPE 103 GPE:Other 1 LOCATION 1 OTHER 66 OTHER: 10
statement | OTHER 123 OTHER: 21
statements | OTHER 29 OTHER: 2
states | GPE:Nation 7 GPE:State-or-Province 25 GPE 59 OTHER 2 OTHER: 2
station | ORGANIZATION:Commercial 3 ORGANIZATION 23 FACILITY:Building 2 FACILITY 28 FACILITY:Other 1 OTHER 2 OTHER: 1
stationed | OTHER 1 OTHER: 1
stations | ORGANIZATION:Commercial 4 ORGANIZATION 19 FACILITY:Building 2 FACILITY:Plant 1 FACILITY 10 OTHER 2
statistician | PERSON 1
statisticians | PERSON 1
statistics | OTHER 7 OTHER: 6
stats | OTHER: 1
statue | OTHER 2
statuette | OTHER 1
statuettes | OTHER 1
stature | OTHER 1
status | OTHER 24 OTHER: 9
status quo | OTHER: 2
statute | OTHER 6 OTHER: 2
statutes | OTHER 2
stay | OTHER 10 OTHER: 1
stays | OTHER: 1
steaks | OTHER 1
steam | OTHER 4 OTHER: 1
steamroller | OTHER 1
steel | OTHER 5 OTHER: 1
steeped | OTHER 1
stella | PERSON 1
stench | OTHER 1
step | OTHER 40 OTHER: 17
stepdaughter | PERSON 1
stepparent | PERSON 1
steppe | LOCATION 2
steppers | OTHER 1
steps | FACILITY 1 OTHER 30 OTHER: 5
stepson | PERSON 1
stereo | OTHER 1 OTHER: 1
stereos | OTHER 1 OTHER: 1
stereotypes | OTHER 4 OTHER: 1
sterilization | OTHER 1
sterling | OTHER 2
stern | OTHER 11 OTHER: 1
steroids | OTHER 1
steward | PERSON 1
stewardship | OTHER 1
stick | OTHER 2 OTHER: 1
sticker | OTHER 1
stickiness | OTHER 1
sticks | OTHER 1 OTHER: 1
sticks.. | OTHER 1
sticky | OTHER 1
stiffness | OTHER 2
stigmatization | OTHER 1
stilts | OTHER 1
stimulant | OTHER: 1
stimulation | OTHER 1
stint | OTHER 1 OTHER: 2
stipend | OTHER 2
stitches | OTHER: 1
stock | FACILITY 1 OTHER 80 OTHER: 8
stockholder | ORGANIZATION 1
stockholders | PERSON 6 PERSON: 2
stockings | OTHER 1
stockpiles | OTHER 1
stocks | OTHER 41 OTHER: 11
stoicism | OTHER 1
stomach | OTHER 3 OTHER: 1
stomachs | OTHER 1
stomps | OTHER 1
stone | OTHER 5 OTHER: 1
stones | WEA:Projectile 1 OTHER 6
stoop | OTHER: 1
stop | ORGANIZATION:Educational 1 GPE:Population-Center 1 FACILITY 1 LOCATION 1 OTHER 11 OTHER: 3
stoplight | OTHER 1
stopover | OTHER 3
stoppage | OTHER 2 OTHER: 2
stoppages | OTHER 1
stopper | OTHER 3
stops | LOCATION:Region-Local 1 OTHER 7 OTHER: 4
storage | OTHER 4
store | ORGANIZATION 12 FACILITY:Building 1 FACILITY 6 OTHER 3
storefront | FACILITY 1 OTHER 1
stores | ORGANIZATION:Commercial 1 ORGANIZATION 20 FACILITY:Building 1 FACILITY 3 OTHER 1
stories | OTHER 35
storm | OTHER 23 OTHER: 3
storms | OTHER 6 OTHER: 1
story | OTHER 76 OTHER: 24
stove | OTHER 3
stowaways | PERSON: 1
straightaways | OTHER 1
straightness | OTHER 1
strain | OTHER 3
strains | OTHER 1
straits | LOCATION 1 OTHER 2
strand | OTHER 1
strange | OTHER: 1
stranger | PERSON 2
strangers | PERSON 1
strangulation | OTHER 2
strategies | OTHER 4 OTHER: 3
strategist | PERSON 4 PERSON: 2
strategists | PERSON 1
strategistsaid | PERSON 1
strategy | OTHER 34 OTHER: 9
straw | OTHER 3 OTHER: 1
strayed | OTHER 1
stre | FACILITY 1
streak | OTHER 8 OTHER: 2
stream | OTHER: 1
streams | LOCATION 1
street | FACILITY:Path 2 FACILITY 17 LOCATION 1 OTHER 3 OTHER: 1
streetcar | OTHER 3
streets | FACILITY:Path 13 FACILITY 30
strength | OTHER 22 OTHER: 11
strengths | OTHER 2
stress | OTHER 4
stretch | OTHER 2 OTHER: 1
stretchers | OTHER 2
stretches | OTHER: 1
stride | OTHER 1
strides | OTHER 1
strife | OTHER 2 OTHER: 1
strike | OTHER 34 OTHER: 3
strikeouts | OTHER: 1
striker | PERSON 1
strikers | PERSON 1 PERSON: 1
strikes | OTHER 17 OTHER: 5
string | OTHER 6 OTHER: 2
strings | OTHER 1 OTHER: 1
stripes | OTHER 1
stripper | PERSON 1
strippers | PERSON 3
stroke | OTHER 4 OTHER: 1
strokes | OTHER: 1
strong | OTHER 1
strongest | GPE:Population-Center 1
stronghold | GPE 5 GPE:Other 1 FACILITY 1 OTHER 1 OTHER: 1
strongholds | LOCATION 1
strongman | PERSON: 1
structure | FACILITY:Building 2 FACILITY 2 OTHER 9 OTHER: 6
structures | ORGANIZATION 1 OTHER 5 OTHER: 2
struggle | OTHER 19 OTHER: 3
struggles | OTHER 2 OTHER: 2
student | PERSON 7 PERSON: 5 OTHER 1 OTHER: 1
students | PERSON 45 PERSON: 12
studies | OTHER 12 OTHER: 6
studio | ORGANIZATION:Commercial 5 ORGANIZATION 1 FACILITY:Building 1 OTHER 1
studios | FACILITY 1 OTHER 2
study | PERSON 1 OTHER 52 OTHER: 16
stuff | OTHER 12 OTHER: 3
stuffing | OTHER 1 OTHER: 4
stumbles | OTHER 1
stump | OTHER: 1
stunt | OTHER 3 OTHER: 1
sturgeon | OTHER 1
style | OTHER 21 OTHER: 5
sub | LOCATION 1 OTHER 16
subcommittee | ORGANIZATION 1
subdivision | FACILITY:Bounded-Area 1
subject | ORGANIZATION 1 PERSON 4 PERSON: 1 OTHER 23 OTHER: 4
subjects | OTHER 2
submarine | OTHER 84
submariner | PERSON 3
submariners | PERSON 6
submarines | OTHER 13
submersibles | OTHER 2
subordinates | PERSON 1
subpoena | OTHER 5
subpoenas | OTHER 1
subs | OTHER 1
subscriber | ORGANIZATION:Commercial 1
subscribers | PERSON 8 OTHER 1
subscriptions | OTHER 1 OTHER: 1
subsequent | OTHER 1
subsidiaries | ORGANIZATION 5
subsidiary | ORGANIZATION:Commercial 2 ORGANIZATION 8
subsidies | OTHER 4
subsidy | OTHER 1
substance | OTHER 7 OTHER: 5
substantiation | OTHER 1
substantive | OTHER 1
substate | GPE 1
substitute | OTHER 1 OTHER: 1
substitutes | OTHER 2
subtext | OTHER 1
subtle | OTHER 1
subtlety | OTHER 2
subtraction | OTHER 1
suburb | GPE 3 GPE:Population-Center 1 LOCATION:Region-Local 1 LOCATION 1
suburbanites | PERSON: 1
suburbs | GPE 2 GPE:Other 1 GPE:Population-Center 1 LOCATION:Region-Local 2
subway | FACILITY:Path 1
subways | OTHER 3
success | OTHER 36 OTHER: 15
successes | OTHER: 1
successful | OTHER 1 OTHER: 1
succession | OTHER 1
successor | ORGANIZATION 1 PERSON 6 PERSON: 1 OTHER: 1
successors | PERSON: 2
such | OTHER 66 OTHER: 15
sudden | OTHER 3
suede | OTHER 1
sufferer | PERSON: 1
suffering | OTHER 5
suffocation | OTHER 1
sugar | OTHER 4 OTHER: 2
suggestion | OTHER 5 OTHER: 4
suggestions | OTHER 10 OTHER: 3
suicide | OTHER 6
suit | OTHER 25 OTHER: 7
suitcase | OTHER 1 OTHER: 2
suitcases | OTHER: 1
suite | OTHER 1
suitor | ORGANIZATION 1
suits | OTHER 13
sulfur | OTHER 3 OTHER: 1
sulks | OTHER: 1
sultanate | GPE 1
sum | OTHER 9 OTHER: 2
summary | OTHER 1 OTHER: 3
summer | OTHER 34 OTHER: 7
summers | OTHER 3
summit | LOCATION 1 OTHER 27 OTHER: 27
summits | OTHER 1
sums | OTHER 6
sun | ORGANIZATION 1 LOCATION:Celestial 1 OTHER 6 OTHER: 1
sunday | OTHER 3 OTHER: 4
sundays | OTHER 1
sunglasses | OTHER 1
sunlight | OTHER 1
sunrise | OTHER 1 OTHER: 1
sunup | OTHER 1
sup | PERSON: 1
super | OTHER 2
superb | OTHER 1
superhighway | OTHER: 1
superintendent | PERSON 3
superior | PERSON 1
superiority | OTHER 2
superiors | PERSON 1
supermarket | OTHER: 1
supermarkets | FACILITY 1
superpower | GPE:Nation 1 GPE 4
superpowers | GPE 1
superstar | PERSON: 1 OTHER 3
supervision | OTHER 3
supervisor | PERSON 6 PERSON: 4
supervisors | PERSON 3
supplements | OTHER 2
supplier | GPE:Nation 1 GPE 1 OTHER 1
suppliers | PERSON 2 ORGANIZATION:Commercial 5 ORGANIZATION 8 OTHER: 1
supplies | OTHER 12 OTHER: 5
supply | OTHER 10 OTHER: 3
support | PERSON 1 OTHER 128 OTHER: 30
supporter | PERSON 3 PERSON: 2 GPE:Nation 1
supporters | PERSON 35 PERSON: 21 OTHER: 1
suppression | OTHER 1
supremacy | OTHER 3 OTHER: 1
supsension | OTHER 1
surcharge | OTHER: 1
surface | LOCATION 6 OTHER 11 OTHER: 3
surge | PERSON 1 OTHER 8 OTHER: 2
surgeon | PERSON 1
surgeons | PERSON 1 PERSON: 1 OTHER 1
surgery | OTHER 18 OTHER: 6
surges | OTHER: 1
surnames | OTHER: 1
surplus | OTHER 3 OTHER: 12
surpluses | OTHER 2 OTHER: 2
surprise | OTHER 15 OTHER: 3
surprise. | OTHER 1
surprises | OTHER 2 OTHER: 1
surreal | OTHER 1
surrogates | PERSON: 4
surroundings | OTHER: 1
surve | OTHER: 1
surveillance | OTHER 4
survey | OTHER 21 OTHER: 10
surveyed | OTHER 2 OTHER: 1
surveys | OTHER 2 OTHER: 4
survival | OTHER 11 OTHER: 1
survivor | PERSON 5 PERSON: 1 OTHER 6 OTHER: 1
survivors | PERSON 17 PERSON: 2
susceptibility | OTHER: 1
sushi | OTHER 1
suspect | ORGANIZATION 1 PERSON 12 PERSON: 1
suspected | OTHER 1
suspects | PERSON 26 OTHER: 1
suspense | OTHER 1 OTHER: 1
suspension | OTHER 10
suspicion | OTHER 12
suspicions | OTHER 3
swagger | OTHER 1
swami | PERSON 1
swamp | LOCATION 1
swamplands | LOCATION 1
swap | OTHER 2
swarm | OTHER: 1
swarms | OTHER: 1
swashbuckler | PERSON 1
swath | GPE 1 LOCATION 1 OTHER: 1
swaths | OTHER: 2
swearing | OTHER 1
sweater | OTHER 3 OTHER: 1
sweaters | OTHER 3 OTHER: 2
swede | PERSON 1 OTHER 1
sweep | OTHER 2 OTHER: 1
sweeps | OTHER 1
sweetness | OTHER 1
swell | OTHER 1
swelled | OTHER 1
swimming | OTHER 1 OTHER: 1
swindles | OTHER 3
swing | OTHER 2 OTHER: 2
swings | OTHER 1
swipe | OTHER 1
swisscom | ORGANIZATION 1
switch | OTHER 2
switches | OTHER 2
swollen | OTHER: 1
symbol | ORGANIZATION:Commercial 1 PERSON 1 OTHER 3 OTHER: 4
symbolism | OTHER 1 OTHER: 1
symbols | ORGANIZATION:Commercial 1 OTHER 9 OTHER: 2
symmetry | OTHER 1
sympathies | OTHER 1
sympathy | OTHER 5 OTHER: 2
symphonic | OTHER 1
symptom | OTHER 1
symptoms | OTHER 4 OTHER: 2
synagogues | ORGANIZATION 1
sync | OTHER 1
syndicates | ORGANIZATION 4
syndrome | OTHER 4 OTHER: 3
synonyms | OTHER 1
syntax | OTHER: 1
syringes | OTHER 1
syrup | OTHER 1 OTHER: 2
system | ORGANIZATION:Non-Profit 1 ORGANIZATION:Government 4 ORGANIZATION 5 ORGANIZATION:Other 1 GPE 4 FACILITY 3 LOCATION 3 OTHER 104 OTHER: 35
systems | ORGANIZATION:Government 1 ORGANIZATION 1 FACILITY 4 OTHER 31 OTHER: 10
t | OTHER 8
ta | OTHER 1
tab | OTHER: 1
table | OTHER 30 OTHER: 9
tableau | OTHER 1
tables | OTHER 6
tablets | OTHER 1
tabloids | ORGANIZATION 2
taboo | OTHER: 1
tabulation | OTHER: 1
tabulator | OTHER 1
tack | OTHER 2 OTHER: 1
tackle | OTHER 1
tactic | OTHER 1 OTHER: 2
tactician | PERSON 1
tactics | OTHER 5 OTHER: 4
tag | OTHER 4 OTHER: 2
tags | OTHER 1
tail | OTHER 2 OTHER: 1
tails | OTHER 1
tailspin | OTHER 1
take | OTHER: 2
takeoff | OTHER 1
takeoffs | OTHER: 1
takeover | OTHER 9 OTHER: 1
takeovers | OTHER 1 OTHER: 1
taker | PERSON 1
takers | PERSON 1
tale | OTHER 10 OTHER: 1
talent | OTHER 8 OTHER: 2
talents | OTHER 1
tales | OTHER 3
talk | OTHER 32 OTHER: 7
talker | PERSON: 1
talks | OTHER 152 OTHER: 30
talks. . . | OTHER 1
tallies | OTHER: 2
tally | OTHER 5 OTHER: 4
talons | OTHER 1
tangle | OTHER 2
tangles | OTHER: 1
tank | ORGANIZATION 1 FACILITY 1 OTHER 7 OTHER: 1
tanker | VEH:Water 2 OTHER 1
tankers | VEH:Water 2
tanks | VEH:Other 1 VEH:Land 2 WEA:Other 1 OTHER 8
tannery | ORGANIZATION:Commercial 1
tao | PERSON: 1
tap | OTHER 1
tape | OTHER 6 OTHER: 4
tapes | OTHER 10
taps | OTHER 1
tarawa | OTHER 1
target | PERSON 5 GPE:Nation 1 GPE 1 FACILITY 2 OTHER 10 OTHER: 3
targets | PERSON 4 FACILITY:Building 1 FACILITY 1 FACILITY:Other 3 LOCATION:Region-Local 3 OTHER 7 OTHER: 2
tariffs | OTHER: 1
tart | OTHER 1
tartans | OTHER 1
task | OTHER 12 OTHER: 6
tasks | OTHER 5 OTHER: 1
taste | OTHER 3 OTHER: 2
tastes | OTHER 2 OTHER: 3
tatters | OTHER: 1
tattoo | OTHER 2
tattoos | OTHER 1
tawdriness | OTHER 1
tax | OTHER 4 OTHER: 1
taxation | OTHER: 1
taxes | OTHER 18 OTHER: 8
taxis | OTHER 1
taxiway | FACILITY:Path 1 FACILITY 1
taxpayer | ORGANIZATION 1 PERSON 1 GPE 1
taxpayers | PERSON 3 GPE 2
tb | OTHER 1
te | OTHER 1
tea | OTHER 2 OTHER: 1
teacher | PERSON 7 PERSON: 5
teachers | PERSON 9 PERSON: 7
teaching | OTHER 2
team | ORGANIZATION:Government 1 ORGANIZATION:Commercial 23 ORGANIZATION 102 ORGANIZATION:Other 19 PERSON 75 PERSON: 18 OTHER 3 OTHER: 2
teammate | PERSON 5
teammates | PERSON 4 PERSON: 4
teams | PERSON 20 PERSON: 2 ORGANIZATION:Commercial 4 ORGANIZATION 30 ORGANIZATION:Other 1 OTHER 3 OTHER: 1
tear | OTHER 1
teargas | WEA:Chemical 1
tears | OTHER 5
teas | OTHER 1
tech | OTHER 1
technicality | OTHER 1
technician | PERSON: 1
technicians | PERSON 3
technique | OTHER 4
techniques | OTHER 1 OTHER: 1
techno | OTHER 1
technoethics | OTHER 3
technologies | OTHER 8
technology | ORGANIZATION:Commercial 1 OTHER 67 OTHER: 10
teen | PERSON 6
teenager | PERSON 3 PERSON: 1
teenagers | PERSON 5
teens | PERSON 3 OTHER 1
teeth | OTHER 2
tefbs | OTHER 1
telecommunications | ORGANIZATION:Commercial 1 OTHER 2 OTHER: 3
telecommunicatons | OTHER: 1
teleconference | OTHER 2
teleconferencing | OTHER: 1
telegraphy | OTHER 1
telephone | OTHER 23 OTHER: 8
telephones | OTHER 1 OTHER: 2
telescope | OTHER 2
television | ORGANIZATION:Commercial 1 ORGANIZATION 12 OTHER 39 OTHER: 11
televisions | OTHER 1
teller | PERSON: 1
temerity | OTHER 1
temper | OTHER 2
temperature | OTHER 5 OTHER: 2
temperatures | OTHER 8 OTHER: 3
tempers | OTHER: 1
tempest | OTHER 1
template | OTHER 1 OTHER: 1
