! | OTHER 9 OTHER: 17
!! | OTHER: 3
!. | OTHER: 1
$ | OTHER: 2
truthfulness | OTHER 1
try | OTHER 1
tryst | OTHER 1
tsk | OTHER 1
tsunami | OTHER: 2
tub | OTHER: 1
tube | VEH:Land 2 OTHER 8 OTHER: 6
tuberculosis | OTHER: 3
tubes | OTHER 3
tubs | PERSON:Individual 1 OTHER 1
tucker | OTHER: 2
tuesday | OTHER 53 OTHER: 66
tug | OTHER 1
tugs | OTHER 1
tuition | OTHER 3
tumor | OTHER 5
tumult | OTHER 3
tuna | OTHER 1 OTHER: 1
tune | OTHER 4 OTHER: 5
tunes | OTHER 4
tunic | OTHER 1
tunnel | FACILITY:Path 1 FACILITY 2
tur | OTHER: 1
turbine | OTHER 1
turbo | OTHER 1
turbojet | OTHER: 1
turbulence | OTHER 2 OTHER: 1
turf | GPE 1 LOCATION 1 OTHER: 1
turkey | GPE:Nation 3 OTHER 3
turmoil | OTHER 14 OTHER: 1
turn | OTHER 23 OTHER: 13
turnabout | OTHER 1
turnaround | OTHER 4 OTHER: 2
turner | PERSON:Individual 1 OTHER: 3
turnout | PERSON 1 OTHER 7 OTHER: 2
turnover | OTHER 3 OTHER: 1
turnovers | OTHER 1
turns | OTHER 6 OTHER: 2
turntable | OTHER 1
turon | GPE 1
turquoise | OTHER 1
tutor | PERSON 2
tutsis | PERSON 2
tux | OTHER: 1
tv | ORGANIZATION 2 ORGANIZATION:Media 1 OTHER 21 OTHER: 31
tvs | OTHER 1 OTHER: 1
tw | OTHER: 1
twant | OTHER: 1
tween | PERSON:Individual 1
tweens | PERSON:Group 4
twelve | OTHER 1
twenties | OTHER 6
twenty | OTHER 2 OTHER: 1
twenty fifteen | OTHER 2
twenty ten | OTHER 1
twenty twenty | OTHER: 1
twenty two | OTHER 1
twenty-eight | OTHER 1
twenty-five | OTHER 1
twenty-nine | OTHER 1
twenty-one | OTHER 1
twenty-six hundred | PERSON 1
twenty-three | PERSON 1
twentysomethings | PERSON 1
twig | OTHER 1
twin | OTHER 3 OTHER: 3
twins | PERSON:Group 5
twist | OTHER 4 OTHER: 3
twister | OTHER 1
twisters | OTHER 3 OTHER: 1
two | VEH:Air 1 ORGANIZATION:Government 2 ORGANIZATION:Sports 1 ORGANIZATION 6 PERSON:Individual 1 PERSON 49 PERSON:Group 18 GPE:Nation 1 GPE 1 FACILITY 2 OTHER 103 OTHER: 47
two forty-two | OTHER: 1
two hundred | OTHER 6 OTHER: 2
two million | OTHER: 1
two more | OTHER 1
two seventy-seven | OTHER 1
two thousand | OTHER 12
two thousand one | OTHER 1
two years. | OTHER 1
two!! | OTHER: 1
tycoon | PERSON:Individual 1 OTHER 1
tycoons | PERSON 2
type | PERSON 2 GPE 1 WEA:Shooting 1 OTHER 22 OTHER: 16
types | ORGANIZATION 1 WEA:Underspecified 1 OTHER 17 OTHER: 3
typewriter | OTHER 1
typhus | PERSON:Individual 2
typical | OTHER: 2
typo | OTHER: 1
tyranny | OTHER 1 OTHER: 3
tyre | OTHER 2
tyres | OTHER 1
u | OTHER 4
u.n | ORGANIZATION:Non-Governmental 1 FACILITY:Building-Grounds 1
u.s | GPE 3
u.s.s | OTHER 2
ucla | ORGANIZATION 1
uday | PERSON:Individual 1
ufos | OTHER 1
ugly | OTHER 2
uh | OTHER 56 OTHER: 16
uh one | OTHER 1
uk | GPE 1
ulihrach | OTHER 1
ulster | GPE:Population-Center 1
ultimatum | OTHER 2 OTHER: 3
ultra | OTHER 1
ultrasound | OTHER: 1
um | OTHER 10 OTHER: 171
umbrella | OTHER 1 OTHER: 1
umpires | PERSON:Group 1
un | OTHER 2 OTHER: 2
unacceptable | OTHER 2
unafraid | OTHER 2
unanimity | OTHER 1
unbiased | OTHER 1
unbroken | OTHER 1
uncertainties | OTHER 5
uncertainty | OTHER 12 OTHER: 2
uncle | PERSON:Individual 6 PERSON 1
uncles | PERSON 1 PERSON:Group 2
unconstitutional | OTHER 2
uncontestable | OTHER: 1
uncovered | OTHER 1
undefeated | OTHER: 1
underachiever | PERSON 1
underappreciated | OTHER: 1
undercounts | OTHER 1
undercut | OTHER 1
underdog | ORGANIZATION:Commercial 1 PERSON:Group 1
underdogs | OTHER 2
undergarment | OTHER 1
undergirding | OTHER: 1
undergraduate | PERSON 1
underground | VEH:Land 1 OTHER 1
underlined | OTHER 1
underlines | OTHER 1
underpass | OTHER 1
unders | OTHER 1
undersecretary | PERSON 1
understanding | OTHER 14 OTHER: 7
understandings | OTHER 2
understatement | OTHER 1 OTHER: 1
undertaking | OTHER 3
undertakings | OTHER 1
undervotes | OTHER 1
underway | OTHER 2 OTHER: 3
underwear | OTHER 2
underworld | PERSON 1 ORGANIZATION 4 OTHER 1
undoing | OTHER 1
unease | OTHER 1
uneasy | OTHER 1
unemployed | PERSON 1
unemployment | OTHER 14 OTHER: 1
unequal | OTHER: 1
unglamorous | OTHER 1
unglued | OTHER 1
unhappiness | OTHER 1
unheard | OTHER 1
unification | OTHER 1
unified | OTHER 1
uniform | OTHER 7 OTHER: 5
uniforms | OTHER 4 OTHER: 2
uninsured | PERSON 1
union | ORGANIZATION:Non-Governmental 12 ORGANIZATION 9 GPE 4 OTHER 9 OTHER: 4
unionist | PERSON 1 OTHER 1
unionists | PERSON 3
unions | ORGANIZATION:Non-Governmental 5 ORGANIZATION 8 OTHER: 1
unique | OTHER 1
unison | OTHER 1
unit | PERSON 1 PERSON:Group 11 ORGANIZATION:Government 4 ORGANIZATION:Non-Governmental 1 ORGANIZATION:Commercial 4 ORGANIZATION 29 ORGANIZATION:Media 1 FACILITY:Subarea-Facility 1 FACILITY 4 OTHER 9 OTHER: 7
units | PERSON 4 PERSON:Group 16 ORGANIZATION:Government 4 ORGANIZATION:Medical-Science 1 ORGANIZATION 13 FACILITY 2 OTHER 5 OTHER: 1
unity | OTHER 15 OTHER: 1
universe | LOCATION 4 LOCATION:Celestial 1 OTHER 2 OTHER: 1
universities | ORGANIZATION 4 ORGANIZATION:Educational 1
university | ORGANIZATION 11 ORGANIZATION:Educational 12 GPE 1 OTHER 3 OTHER: 5
unjapanese | OTHER 1
unjustified | OTHER 1
unknown | OTHER 3 OTHER: 2
unknown ...at | OTHER 1
unloaded | OTHER 1
unobstructed | OTHER 1
unpalatable | OTHER 1
unpopularity | OTHER 1
unpredecented | OTHER: 1
unresolved | OTHER 2
unrest | OTHER 12 OTHER: 3
unscom | ORGANIZATION 1
unshackled | OTHER: 1
unsubstantiated | OTHER 1
untenable | OTHER: 1
unturned | OTHER 1
unwillingness | OTHER 1
up. | OTHER: 1
upbringing | OTHER 1
upfront | OTHER: 1
upgrades | OTHER 1 OTHER: 1
upheaval | OTHER 4
upheavals | OTHER 1
upkeep | OTHER: 1
uplift | OTHER: 1
upons | OTHER: 1
upright | OTHER 1
uprising | OTHER 10 OTHER: 6
uprisings | OTHER 1
uproar | OTHER 2
upset | OTHER 2 OTHER: 1
upsets | OTHER 1
upside | OTHER 3 OTHER: 2
upstart | ORGANIZATION:Commercial 1
upsurge | OTHER 4
uptick | OTHER: 1
uranium | OTHER 1 OTHER: 4
urbanites | PERSON 1
urge | OTHER 1
urgency | OTHER 4
urgings | OTHER: 1
urn | OTHER 1
us. | PERSON 1 PERSON:Group 2
usa | GPE:Nation 1
usage | OTHER 4
usally | OTHER: 1
usda | ORGANIZATION 1
use | OTHER 83 OTHER: 27
usefulness | OTHER 2
uselessness | OTHER 1
user | PERSON:Individual 1 PERSON 1 ORGANIZATION 1
users | PERSON 16 PERSON:Group 2 OTHER 1
uses | PERSON 1 OTHER 1
usher | PERSON 1
ushers | PERSON 3
using. | OTHER 1
ustyug | OTHER 1
usual | OTHER 1
usually more | OTHER 1
utc | OTHER 1
uterus | OTHER 3
utilities | ORGANIZATION 3 OTHER 1 OTHER: 1
utility | ORGANIZATION:Commercial 1 ORGANIZATION 2 OTHER 6 OTHER: 1
utilityman | PERSON 1
utmost | OTHER 1
utopia | OTHER: 1
vacancies | OTHER 3
vacancy | OTHER 2
vacation | OTHER 6 OTHER: 8
vacations | OTHER 3 OTHER: 1
vaccine | OTHER 14
vacuum | OTHER 4 OTHER: 4
vagueness | OTHER 1
valentine | PERSON 2
validation | OTHER 1
validity | OTHER 1 OTHER: 2
valley | LOCATION:Land-Region-Natural 2 LOCATION 6 OTHER 3
valleys | LOCATION 1
valuables | OTHER 1
valuation | OTHER 1
valuations | OTHER 1 OTHER: 2
value | OTHER 59 OTHER: 15
values | OTHER 25 OTHER: 6
van | VEH 1 VEH:Land 2 OTHER 6 OTHER: 1
vancouver | ORGANIZATION 1
vandalism | OTHER 1
vandals | PERSON 1
vanguard | PERSON:Group 1 ORGANIZATION 1
vanilla | OTHER 1
vanity | ORGANIZATION:Media 7 OTHER: 1
vanna | PERSON:Individual 1
vans | VEH:Land 1 OTHER 2
vapor | OTHER 1
variant | OTHER 1
variants | OTHER 1
variation | OTHER 3
variations | OTHER 3
varied two | OTHER 1
variety | OTHER 22 OTHER: 4
vault | FACILITY:Subarea-Facility 4
vaults | FACILITY:Subarea-Facility 1
vcrs | OTHER 1
vea | OTHER: 1
vector | OTHER 1
vectors | OTHER 1
vegetables | OTHER 9
vegetarianism | OTHER 1
vehicle | VEH:Underspecified 4 VEH 3 VEH:Land 11 OTHER 11 OTHER: 2
vehicles | VEH:Underspecified 5 VEH 5 VEH:Land 14 OTHER 17
veil | OTHER: 1
veiled | OTHER: 1
vein | OTHER: 2
veins | OTHER 1
velocity | OTHER 1
velour | OTHER: 1
velvet | OTHER 2
vendettas | OTHER 1
vendors | PERSON:Group 2 ORGANIZATION:Commercial 1 ORGANIZATION 1
veneer | OTHER 1
vengeance | OTHER: 1
venom | OTHER 1
vents | OTHER: 1
venture | ORGANIZATION:Commercial 1 ORGANIZATION 8 OTHER 13
ventures | ORGANIZATION 3 OTHER 4 OTHER: 1
venue | FACILITY:Building-Grounds 4 FACILITY 2 OTHER 1 OTHER: 2
venues | FACILITY:Building-Grounds 1 FACILITY 1
veracity | OTHER: 1
verdict | OTHER 25 OTHER: 13
verdicts | OTHER 3 OTHER: 1
verge | OTHER 4 OTHER: 3
verification | OTHER 2 OTHER: 1
verifiers | PERSON 1
vermin | OTHER 1
versatile | OTHER 1
verse | OTHER 1
verses | OTHER: 4
version | OTHER 27 OTHER: 5
versions | OTHER 8 OTHER: 1
vessel | VEH:Water 9 OTHER 30
vessels | VEH:Water 2 OTHER 8
vest | OTHER 3 OTHER: 4
vestige | OTHER 1
vests | OTHER 1 OTHER: 1
vet | PERSON:Individual 5 PERSON 1
veteran | PERSON:Individual 1 PERSON 7 OTHER 4 OTHER: 2
veterans | PERSON 9 PERSON:Group 3 OTHER 1
veto | OTHER 3 OTHER: 3
vets | PERSON 1
vey | OTHER: 1
vi | OTHER: 1
viability | OTHER: 1
viable | OTHER 1
viacomb 947,300 57 | ORGANIZATION 1
vias | OTHER: 1
vibes | OTHER: 1
vibration | OTHER 2
vicar | OTHER: 1
vice | PERSON 3 OTHER 30 OTHER: 9
vice chairman | OTHER 1
vice premier | OTHER 1
vice president | PERSON 11 OTHER 120 OTHER: 20
vices | OTHER: 1
vicious | OTHER: 1
victim | ORGANIZATION 1 PERSON:Individual 2 PERSON 21 PERSON:Group 1 GPE:Nation 1 OTHER 3
victimhood | OTHER 1
victims | ORGANIZATION 1 PERSON 61 PERSON:Group 15 OTHER 1
victor | PERSON 3 GPE 1
victories | OTHER 7
victors | PERSON 1
victory | OTHER 93 OTHER: 14
video | OTHER 28 OTHER: 29
videocassettes | OTHER 1
videodiscs | OTHER 1
videos | OTHER 8 OTHER: 6
videotape | OTHER 9 OTHER: 5
videotapes | OTHER 1 OTHER: 2
vietnamese | PERSON 2 GPE 1
view | OTHER 47 OTHER: 27
view. .. | OTHER: 1
viewers | PERSON 11 PERSON:Group 7
views | OTHER 21 OTHER: 14
vigils | OTHER: 1
vigor | OTHER 1 OTHER: 1
villa | FACILITY 1
village | GPE 25 GPE:Population-Center 8 OTHER 5
villagers | PERSON 5 PERSON:Group 1
villages | GPE 20
villain | PERSON:Individual 1
villains | PERSON 1
vindication | OTHER 1 OTHER: 2
vinegar | OTHER 1
vines | OTHER 2
vintage | OTHER: 2
violation | OTHER 13 OTHER: 15
violations | OTHER 17 OTHER: 3
violence | OTHER 112 OTHER: 27
violin | OTHER 2
violinist | PERSON 5
violinists | PERSON 1
violist | PERSON 1
virtue | OTHER 3
virtues | OTHER: 1
virtuosic | OTHER 1
virtuosity | OTHER 2
virtuoso | PERSON 1
virus | OTHER 29 OTHER: 4
viruses | OTHER 1
vis | OTHER 1
visa | OTHER 6
visas | OTHER 5 OTHER: 1
vise | OTHER: 2
visi | OTHER 1
visibility | OTHER 10 OTHER: 1
vision | OTHER 18 OTHER: 8
visionaries | PERSON:Group 1
visionary | PERSON 1 OTHER: 1
visions | OTHER 1
visit | OTHER 126 OTHER: 20
visitor | OTHER 1
visitors | PERSON 15
visits | OTHER 22 OTHER: 2
vitality | OTHER 1 OTHER: 1
vitamin | OTHER 1
vitamins | OTHER 3
viva | OTHER 1
viz | OTHER: 1
vocabulary | OTHER 1
vocalist | OTHER 2
vocals | OTHER 1
vociferously | OTHER: 1
vodka | OTHER 1
voice | PERSON 3 OTHER 22 OTHER: 57
voice.this | OTHER: 1
voices | PERSON 3 OTHER 6 OTHER: 6
void | OTHER: 2
volatile enough | OTHER 1
volatility | OTHER 7
volcano | LOCATION 7
volition | OTHER: 1
volkswagen | OTHER 1
volley | OTHER 2
volume | OTHER 17 OTHER: 2
volumes | OTHER 2
volunteer | PERSON:Individual 1 PERSON 3 OTHER 1 OTHER: 1
volunteers | PERSON 6 OTHER: 1
vote | OTHER 166 OTHER: 57
voter | PERSON 8 PERSON:Group 1 OTHER 2 OTHER: 1
voters | PERSON 82 PERSON:Group 9 GPE 4 OTHER 2
votes | OTHER 126 OTHER: 30
vouchers | OTHER 3 OTHER: 1
vow | OTHER 2
vowel | OTHER: 1
vowels | OTHER: 1
vows | OTHER 1 OTHER: 3
vox | OTHER 1
voyage | OTHER 4 OTHER: 1
voyagers | PERSON 1
voyages | OTHER 1
vu | OTHER 1
vulcans | OTHER 1
vulnerabilities | OTHER 1 OTHER: 1
vulnerability | OTHER 3
vultures | OTHER 1
w | OTHER 10 OTHER: 4
waall | OTHER: 1
wacko | PERSON 1
wacky | OTHER: 2
wad | OTHER: 1
wage | OTHER: 1
wagers | OTHER: 2
wages | OTHER 14 OTHER: 4
wagon | VEH 1
wagons | VEH 1 VEH:Land 1
wags | OTHER 1
wai | OTHER: 1
waist | OTHER 1
wait | OTHER 1 OTHER: 3
waitress | PERSON:Individual 1
waitresses | PERSON:Group 1
waiver | OTHER 2 OTHER: 10
waivers | OTHER 1
wake | OTHER 17 OTHER: 7
wal | ORGANIZATION:Commercial 1
wales | OTHER: 1
walk | PERSON 1 OTHER 3 OTHER: 2
walker | PERSON 3 OTHER 2
walkers | PERSON 1 OTHER 1
walkie-talkies | OTHER 1
walking | OTHER 1 OTHER: 2
walkman | OTHER 1
walkout | OTHER 3
walkouts | OTHER 1
walkover | OTHER: 1
wall | PERSON:Group 1 ORGANIZATION:Commercial 1 ORGANIZATION 2 FACILITY:Path 3 FACILITY 1 OTHER 21 OTHER: 4
wallace | OTHER: 1
wallet | OTHER 1
wallop | OTHER: 1
wallow | OTHER 1
wallpaper | OTHER: 1
walls | FACILITY 2 OTHER 3 OTHER: 3
walmart | ORGANIZATION:Commercial 1
walnut | OTHER 1
walnuts | OTHER 2
wane | OTHER: 1
wannabe | PERSON:Individual 1
war | PERSON:Individual 1 OTHER 161 OTHER: 331
war. | OTHER: 1
ward | PERSON:Individual 1 FACILITY:Subarea-Facility 1 FACILITY 2
warden | PERSON 1
wardens | PERSON 1
wardrobe | OTHER 2
wards | FACILITY 2
ware | ORGANIZATION:Media 1
warehouse | FACILITY:Building-Grounds 3 FACILITY 2
warehouses | FACILITY:Building-Grounds 2 FACILITY 1
wares | OTHER 2
warfare | WEA:Biological 1 OTHER 7 OTHER: 7
warhead | WEA:Nuclear 2 OTHER 1
warheads | WEA:Nuclear 3 WEA:Exploding 2 OTHER 2 OTHER: 2
warlord | PERSON 2
warlords | PERSON:Group 1
warm | OTHER 3
warmer | OTHER: 1
warmest | OTHER 1
warmongering | OTHER: 1
warmth | OTHER 3
warmup | OTHER 1
warning | OTHER 19 OTHER: 5
warnings | OTHER 12 OTHER: 1
warplane | VEH:Air 1
warplanes | VEH:Air 7 OTHER 4
warrant | OTHER 6 OTHER: 2
warrants | OTHER 1 OTHER: 2
warranty | OTHER 1
warren | PERSON 3 FACILITY:Subarea-Facility 1
warriors | ORGANIZATION 1
wars | OTHER 11 OTHER: 1
warship | VEH 1 OTHER 10
warships | VEH 1 OTHER 3
warthog | VEH:Air 2 OTHER: 3
wartime | OTHER 2 OTHER: 2
warts | OTHER 1
wash | OTHER: 1
washing | OTHER 1
waste | PERSON:Individual 1 GPE:Nation 1 OTHER 7 OTHER: 2
wasteland | GPE 1
watch | OTHER 12 OTHER: 7
watchdog | ORGANIZATION:Government 1 PERSON 1
watchers | PERSON 1
watches | OTHER 2
watchmen | PERSON 2
watchtower | FACILITY 6
watchword | OTHER: 1
water | LOCATION:Water-Body 2 OTHER 71 OTHER: 55
waterfalls | OTHER 1
waterfront | FACILITY 1
waters | LOCATION 9 LOCATION:Water-Body 5 OTHER 11
waterway | FACILITY:Path 1 FACILITY 1 LOCATION 1
waterways | LOCATION 1 LOCATION:Water-Body 1
watts | PERSON 3
wave | PERSON:Group 1 OTHER 22 OTHER: 4
waved | OTHER 1
wavelengths | OTHER 1
waves | OTHER 9 OTHER: 2
way | FACILITY 1 OTHER 313 OTHER: 210
ways | OTHER 41 OTHER: 23
wb | ORGANIZATION:Entertainment 1
weak | PERSON:Group 2 OTHER: 1
weakness | OTHER 8 OTHER: 1
weaknesses | OTHER 2
wealth | OTHER 14 OTHER: 4
weapon | WEA:Shooting 3 WEA:Nuclear 8 WEA:Underspecified 4 OTHER 12 OTHER: 1
weaponry | WEA:Underspecified 2 WEA 1
weapons | WEA:Shooting 6 WEA:Nuclear 71 WEA:Biological 7 WEA:Exploding 1 WEA:Underspecified 75 WEA 3 WEA:Chemical 21 OTHER 106
weapons. | WEA:Nuclear 1
weapons.according | WEA:Underspecified 1
wear | OTHER 1 OTHER: 1
wearhouse | FACILITY:Building-Grounds 1
weasel | OTHER: 1
weather | OTHER 49 OTHER: 5
web | ORGANIZATION 1 OTHER 5 OTHER: 6
website | OTHER 4 OTHER: 3
websites | OTHER 1 OTHER: 1
weddi... | OTHER: 1
wedding | OTHER 8 OTHER: 22
weddings | OTHER 2 OTHER: 2
wedge | OTHER 4
wednesday | OTHER 47 OTHER: 45
wee | OTHER: 1
weed | OTHER 1
weeds | OTHER 1
week | OTHER 382 OTHER: 117
weekday | OTHER 1
weekdays | OTHER 1
weekend | OTHER 63 OTHER: 29
weekends | OTHER 6
weeklies | ORGANIZATION 1
weekly | ORGANIZATION 1
weeks | OTHER 146 OTHER: 65
weeping | OTHER 1
weight | OTHER 15 OTHER: 5
weights | OTHER: 1
weiners | OTHER 1
weirdness | OTHER 1
welcome | OTHER 7 OTHER: 3
welder | PERSON 1
welfare | OTHER 9 OTHER: 2
welinsk | OTHER 1
well | OTHER 5 OTHER: 14
well-being | OTHER 1
well-wishers | PERSON 1
well.. | OTHER: 2
wells | FACILITY:Building-Grounds 1 FACILITY 1 OTHER 1
wept | OTHER 1
weren | OTHER: 2
west | GPE:State-or-Province 3 GPE 6 LOCATION:Region-General 3 LOCATION 12 LOCATION:Region-International 1 OTHER 14 OTHER: 9
westchester | OTHER: 2
western | OTHER: 1
westerners | PERSON 1 PERSON:Group 1
wet | OTHER 1
wetlands | LOCATION 1
wh | OTHER 3 OTHER: 4
whack | OTHER 1
whale | OTHER 1 OTHER: 1
what | OTHER: 6
whatever | OTHER 1 OTHER: 6
whatsoever | OTHER 1 OTHER: 1
wheel | OTHER 4 OTHER: 4
wheelchair | VEH 4 VEH:Land 2
wheelchairs | OTHER 2
wheels | OTHER 4 OTHER: 2
wheeze | OTHER 1
whiffs | OTHER 1
while | OTHER 12 OTHER: 17
while. | OTHER: 1
whims | OTHER 1 OTHER: 1
whip | PERSON 2 OTHER: 1
whipping | OTHER 1 OTHER: 1
whirlwind | OTHER 1
whirred | OTHER 1
whisper | OTHER 1 OTHER: 1
whistle | OTHER 1 OTHER: 3
whistleblower | ORGANIZATION:Media 1
whistleblowing | OTHER: 1
whistler | PERSON 1
whit | PERSON:Individual 3
white | ORGANIZATION:Government 7 ORGANIZATION 7 PERSON:Individual 2 PERSON 2 GPE:Nation 5 GPE 1 FACILITY:Building-Grounds 4 FACILITY 6 OTHER 4 OTHER: 2
whites | PERSON:Group 1 OTHER 2
whitewash | OTHER: 1
whitfield | OTHER: 1
who | PERSON 1 OTHER 1
whoa | OTHER 1
whodunit | OTHER 1
whole | ORGANIZATION:Non-Governmental 1 ORGANIZATION 1 GPE 3 OTHER 8 OTHER: 7
wholeness | OTHER 1
whom | OTHER 1
whoo | OTHER 1
why | OTHER 43 OTHER: 115
wi | OTHER 2 OTHER: 1
wide....................ww3 | OTHER: 1
widespread | OTHER 1
widow | PERSON:Individual 1 PERSON 12
widows | PERSON 1
width | OTHER 1
wierd | OTHER: 1
wife | PERSON:Individual 75 PERSON 81 PERSON:Group 1 OTHER 1
wife..... | PERSON:Individual 1
wig | OTHER 1
wigs | PERSON:Group 1
wild | OTHER 1
wilderness | LOCATION 1
wildfire | OTHER: 1
wildfires | OTHER 1
wildlife | OTHER 1
wilds | LOCATION 1
will | PERSON:Individual 24 PERSON 1 OTHER 36 OTHER: 9
williamses | PERSON 1
williamson | PERSON:Individual 1 OTHER: 1
willing | GPE:Nation 1
willingness | OTHER 16 OTHER: 3
willow | PERSON 1
wills | OTHER 2
wimbledon | OTHER 1
win | OTHER 14 OTHER: 2
wind | OTHER 7 OTHER: 1
windbag | OTHER: 1
windo | OTHER 1
window | OTHER 6 OTHER: 12
windows | OTHER 2 OTHER: 3
winds | OTHER 23 OTHER: 4
windshield | OTHER: 2
windy | OTHER 1
wine | ORGANIZATION 1 OTHER 17 OTHER: 2
winemakers | ORGANIZATION 1
winery | ORGANIZATION 1
wines | OTHER 8
wing | ORGANIZATION 1 PERSON 4 PERSON:Group 1 FACILITY 1 OTHER 4 OTHER: 7
wings | OTHER 8 OTHER: 1
winner | ORGANIZATION:Non-Governmental 1 PERSON:Individual 3 PERSON 26 GPE:Nation 1 OTHER 12
winner. 1995 | PERSON 1
winners | PERSON 1 PERSON:Group 3 ORGANIZATION 2 OTHER 3
wins | OTHER 8 OTHER: 3
winter | OTHER 18 OTHER: 1
winters | OTHER 3 OTHER: 1
wipper | PERSON 1
wire | FACILITY 1 OTHER 10 OTHER: 4
wired. | OTHER 1
wires | OTHER 5 OTHER: 1
wiretap | OTHER 1
wisdom | OTHER 8
wish | OTHER 6
wishes | OTHER 6 OTHER: 3
witchcraft | OTHER: 1
withdrawal | OTHER 17 OTHER: 6
withdrawals | OTHER 3
witness | PERSON:Individual 2 PERSON 17 OTHER 5 OTHER: 3
witnesses | PERSON 44 PERSON:Group 6 OTHER 1
wives | PERSON 3 PERSON:Group 1
wizards | ORGANIZATION:Sports 1 OTHER: 2
wleef | OTHER 1
wmd | WEA:Underspecified 1
woe | OTHER: 1
woes | OTHER: 2
woi | OTHER: 1
wolf | PERSON:Individual 19 OTHER 2 OTHER: 7
wolves | OTHER 1
woman | PERSON:Individual 49 PERSON 63
womb | OTHER 2
women | ORGANIZATION 3 PERSON:Individual 3 PERSON 185 PERSON:Group 34 OTHER 16
won | OTHER 1
wonder | OTHER 5 OTHER: 6
wonderful | OTHER 1 OTHER: 1
wonders | OTHER 1 OTHER: 3
wood | OTHER 1
woods | FACILITY:Path 1 LOCATION 4 OTHER: 2
wool | OTHER 1
word | OTHER 50 OTHER: 41
wording | OTHER 3
wordplay | OTHER 1
words | OTHER 55 OTHER: 22
work | GPE 1 OTHER 134 OTHER: 63
work. | OTHER 1
workday | OTHER 1 OTHER: 1
worker | PERSON:Individual 3 PERSON 9 OTHER 3
workers | PERSON 86 PERSON:Group 10 OTHER 4 OTHER: 5
workforce | PERSON 1 PERSON:Group 2
workhorse | PERSON 1
working | OTHER 2 OTHER: 2
workings | OTHER 2 OTHER: 1
workmanship | OTHER 2
workmen | PERSON 1
workout | OTHER 2
workouts | OTHER 1
workplace | FACILITY 1 OTHER 2
workplaces | OTHER 1 OTHER: 1
works | OTHER 12 OTHER: 5
workshop | OTHER 1
workshops | OTHER 1
workweek | OTHER 1
world | ORGANIZATION:Non-Governmental 2 ORGANIZATION 4 PERSON 16 PERSON:Group 2 GPE 14 FACILITY:Building-Grounds 1 LOCATION 235 LOCATION:Region-International 9 LOCATION:Celestial 95 OTHER 49 OTHER: 33
world. | LOCATION 1
world. .. | LOCATION 1
worldcom | ORGANIZATION 1
worlds | GPE 1 LOCATION 1 LOCATION:Celestial 1 OTHER 4
worldwide | OTHER 3
worries | OTHER 12 OTHER: 4
worry | OTHER 1
worse | OTHER 2
worshipers | ORGANIZATION:Non-Governmental 1 PERSON 1
worst | PERSON:Group 1 OTHER 11 OTHER: 1
wouldn | OTHER: 1
wound | OTHER: 2
wounded | PERSON 3 PERSON:Group 2
wounds | OTHER 18 OTHER: 13
wow | OTHER 2 OTHER: 19
wrangle | OTHER 2
wrangles | OTHER 1 OTHER: 1
wrap | OTHER 2 OTHER: 4
wrapped | OTHER 1
wrath | OTHER 1
wreath | OTHER 2
wreck | PERSON 1 OTHER 6 OTHER: 1
wreckage | VEH 1 OTHER 3 OTHER: 2
wrecks | OTHER 2
wrestler | PERSON 4
wrestlers | PERSON 4
wriggle | OTHER 1
wright | PERSON 1
wrinkle | OTHER 1
wrist | OTHER: 1
writeoffs | OTHER 1
writer | PERSON:Individual 8 PERSON 10
writers | PERSON 10
writing | OTHER 2 OTHER: 1
writings | OTHER 5
wro | OTHER: 1
wrong | OTHER 1 OTHER: 1
wrongdoing | OTHER 10 OTHER: 2
wrongs | OTHER: 1
wsm | OTHER 1
wunderkind | ORGANIZATION 1
wusa | ORGANIZATION:Sports 1
www | OTHER 1
www.audible.com | OTHER 1
www.europeaninternet.com | OTHER 1
www.msn.com | OTHER 1
www.thenewfoundlandgroup.com | OTHER 1
x | OTHER 2 OTHER: 2
xenophobia | OTHER 1
y | PERSON 1 PERSON:Group 2 OTHER 5 OTHER: 8
ya | OTHER: 1
yacht | VEH:Water 4 OTHER 2
yachts | VEH:Water 1 OTHER 3
yachtsmen | PERSON 1
yahoo | ORGANIZATION:Commercial 1
yankees | ORGANIZATION:Sports 1
yard | FACILITY 2 LOCATION 1 OTHER 5 OTHER: 4
yardage | OTHER: 1
yards | FACILITY:Building-Grounds 1 OTHER 6 OTHER: 3
yardstick | OTHER: 1
